model	nDCGRendle2020	Recall	dataset_name	strategy	cutoff	transactions	space_size	space_size_log	shape	shape_log	density	density_log	gini_item	gini_user	average_degree	average_degree_users	average_degree_items	average_degree_log	average_degree_users_log	average_degree_items_log	average_clustering_coefficient_dot	average_clustering_coefficient_min	average_clustering_coefficient_max	average_clustering_coefficient_dot_log	average_clustering_coefficient_min_log	average_clustering_coefficient_max_log	average_clustering_coefficient_dot_users	average_clustering_coefficient_dot_items	average_clustering_coefficient_min_users	average_clustering_coefficient_min_items	average_clustering_coefficient_max_users	average_clustering_coefficient_max_items	average_clustering_coefficient_dot_users_log	average_clustering_coefficient_dot_items_log	average_clustering_coefficient_min_users_log	average_clustering_coefficient_min_items_log	average_clustering_coefficient_max_users_log	average_clustering_coefficient_max_items_log	degree_assortativity_users	degree_assortativity_items	most_least_favorite	most_rated	highest_variance	most_recent_1	most_recent_2	most_recent_3	most_characteristic
UltraGCN	0.1620114279961292	0.1946711958594076	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
GFCF	0.1590413062230908	0.1903360247548824	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
LightGCN	0.1341886446187009	0.164946193743954	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
SimpleX	0.1393752281618449	0.1663717972221563	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
ItemKNN	0.1567239630468607	0.1845877046554717	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
DirectAU	0.1295287072437745	0.1572029476920507	amazon-book	random	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.39046488167267385	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027139469131707745	0.07356313499811735	0.04297584631327464	-1.5663986517177269	-1.1333397709596351	-1.3667755620971966	0.02774921218081027	0.02647215159080653	0.07095838525912054	0.07641383611401878	0.04450782677462222	0.0412992098420932	-1.5567493422848604	-1.577210758886044	-1.1489962759417294	-1.1168279973939192	-1.3515636109035372	-1.3840582574114322	0.24850921375096655	0.04477609896542785	0.8229013731209838	0.09202270984904376	0.21679442571652616	0.8790347318659105	0.9406796322833944	0.5147916132719063	0.27108720865122016
UserKNN	0.1221175644590294	0.1408459323538469	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
UltraGCN	0.1341323739931008	0.1590823604094128	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
LightGCN	0.1167059387816627	0.1410218457375142	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
SimpleX	0.128992128715539	0.1512933846574982	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
ItemKNN	0.1300226206168715	0.1527429420343324	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
GFCF	0.1270193752313512	0.1509472449982341	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
DirectAU	0.1183869785943345	0.1411610268813449	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
BPRMF	0.1113317868479804	0.1367992120287979	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
SVDGCN	0.1058369444994506	0.133846923147086	amazon-book	most_rated	15	214010	13.391188483476734	1.1268191228604456	1.1574676628906564	0.06350886662362037	0.0011934268961952088	-2.9232041787111798	0.6477782241730873	0.008365752482094278	15.938780070008194	14.854584576941766	17.193701293484377	1.2024550780928027	1.171860510837456	1.2353693774610766	0.05250650732313325	0.18073735064378585	0.08072977376231248	-1.2797868695579022	-0.7429520881570206	-1.0929662645847975	0.04372279444155912	0.06267337094367177	0.08315954259966386	0.29368050807060564	0.08193486720631367	0.07933491707012101	-1.359292088905186	-1.202916945752176	-1.0800879080729917	-0.5321248771690466	-1.0865312458233871	-1.1005356278990868	0.3574782598002693	0.14614267256938826	0.8288672503776273	0.11137438030349388	0.2125424996715603	0.879128500230093	0.9351205114420992	0.5180632977980726	0.28745048631582576
ItemKNN	0.1552193330274053	0.1829923378728553	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
UltraGCN	0.1619367984962488	0.1948689765326179	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
SVDGCN	0.1183220412112244	0.1488536417264726	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
DirectAU	0.1284577500335204	0.1560350509317242	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
BPRMF	0.1264002655304655	0.157559170957175	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
GFCF	0.1584376221637782	0.1901374643094688	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
LightGCN	0.1324310040992874	0.1632271923817362	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
SimpleX	0.1406604496246063	0.1683210182623774	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
UserKNN	0.1451262308753779	0.1707921345438346	amazon-book	highest_variance	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.4021658929811615	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.027240239077834225	0.07520494721146098	0.04286878967926477	-1.5647890850952104	-1.123753589249212	-1.3678587778151603	0.027772774520947195	0.02665741940836212	0.07097777870638286	0.079831262666692	0.044553935794597536	0.04102452501171612	-1.5563807317388627	-1.5741818950929591	-1.1488775962909876	-1.097827001571488	-1.351113925333598	-1.3869564385743172	0.23335289737920706	0.04009544335624828	0.8204223698586808	0.08865246688050661	0.21801720772441774	0.8788459822956752	0.9406199236622032	0.5153994468555958	0.2660629359374069
BPRMF	0.0555428924857025	0.0695840757308688	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
UserKNN	0.0560858390371922	0.0671341728290581	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
GFCF	0.0665168040847666	0.080571359227819	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
DirectAU	0.0580321286370104	0.0714026824105076	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
SimpleX	0.0600145735988552	0.0731946988028304	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
UltraGCN	0.0645302032056947	0.0781205081322986	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
LightGCN	0.0619691797118128	0.0757639547288348	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
ItemKNN	0.0442602480444958	0.0550344568374139	yelp	highest_variance	15	416584	24.61898358990476	1.3912701188468102	1.293435579987989	0.11174480340243666	0.0006873253280417876	-3.162837651979037	0.4947672762545503	0.0071723474981902294	16.111388631511094	14.28383156541305	18.475215965260773	1.2071329736291854	1.1548447203611976	1.2665895237636344	0.03896467535255243	0.12921640805156953	0.06408431976165163	-1.4093289378819371	-0.8886823356148741	-1.1932482212462725	0.040567516583886035	0.036891503474874285	0.08058128911284197	0.19212280132387471	0.07522004466192837	0.04968097696667504	-1.3918215776278435	-1.4330736451923822	-1.0937657891924213	-0.7164210895813202	-1.1236664130510394	-1.3038098724316345	0.3916368524023171	0.01794674075103316	0.6885544381687101	0.08212605920472946	0.2843311120361938	0.8915970099313191	0.9401135054233436	0.570098618660861	0.2672304143829674
